"...1","DATE","RENTED_BIKE_COUNT","HOUR","TEMPERATURE","HUMIDITY","WIND_SPEED","VISIBILITY","DEW_POINT_TEMPERATURE","SOLAR_RADIATION","RAINFALL","SNOWFALL","SEASONS","HOLIDAY","FUNCTIONING_DAY"
20,"01/12/2017",-0.201069144455887,1.08341083395911,-1.07728484803537,0.921980318059549,-0.0240361632323306,0.925818499724256,-0.579908009436208,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
21,"01/12/2017",-0.471949013880884,1.22786561182032,-1.10240245715304,1.0202005029846,-0.217030471128952,0.78279666146285,-0.579908009436208,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
22,"01/12/2017",-0.504641411914935,1.37232038968153,-1.14426513901583,1.11842068790964,-0.892510548767128,0.411268667818278,-0.587564760743225,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
23,"01/12/2017",-0.515538877926285,1.51677516754275,-1.15263767538839,1.21664087283469,-0.217030471128952,-0.0934175890351891,-0.572251258129191,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
24,"01/12/2017",-0.632297442333611,1.66122994540396,-1.18612782087862,1.26575096529721,-0.699516240870507,-0.282469444208312,-0.587564760743225,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
25,"02/12/2017",-0.62451353803979,-1.66122994540396,-1.22799050274141,1.41308124268478,-0.603019086922196,-0.727974250746715,-0.587564760743225,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
26,"02/12/2017",-0.655649155215077,-1.51677516754275,-1.26148064823164,1.36397115022226,-1.08550485666375,-0.734549967448389,-0.633505268585325,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
27,"02/12/2017",-0.727261074718237,-1.37232038968153,-1.32008840283955,1.36397115022226,-0.217030471128952,-0.297264806787078,-0.687102527734442,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
28,"02/12/2017",-0.87515525630085,-1.22786561182032,-1.3703236210749,1.11842068790964,0.458449606509224,-0.354802327926725,-0.78664029472566,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
29,"02/12/2017",-0.996584163284469,-1.08341083395911,-1.39544123019257,1.0202005029846,0.265455298612602,-0.443574503399321,-0.840237553874778,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
30,"02/12/2017",-1.01215197187211,-0.938956056097891,-1.41218630293769,1.0202005029846,-0.217030471128952,-0.386036982259675,-0.855551056488811,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
31,"02/12/2017",-1.02616299960099,-0.794501278236677,-1.43730391205536,1.16753078037216,0.361952452560913,-0.425491282469718,-0.840237553874778,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
32,"02/12/2017",-0.907847654334901,-0.650046500375463,-1.44567644842792,1.11842068790964,0.747941068354157,-0.264386223278709,-0.855551056488811,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
33,"02/12/2017",-0.794202651645104,-0.505591722514249,-1.4289313756828,1.0202005029846,0.361952452560913,-0.00135755521175529,-0.870864559102845,-0.643583480893713,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
34,"02/12/2017",-0.62451353803979,-0.361136944653035,-1.32008840283955,0.47998948589684,-0.120533317180641,0.0824828327345863,-0.916805066944945,-0.309769087345905,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
35,"02/12/2017",-0.615172852887204,-0.216682166791821,-1.1107749935256,-0.0602215311909159,-0.120533317180641,-0.2101365604899,-0.909148315637929,0.265772970495143,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
36,"02/12/2017",-0.531106686513929,-0.072227388930607,-0.918206656956767,-0.453102270891102,0.0724609907159805,-0.0506754304743092,-0.901491564330912,0.495989793631562,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
37,"02/12/2017",-0.389439628366373,0.072227388930607,-0.717265784015376,-0.845983010591288,-0.410024779025574,0.376746155134491,-0.909148315637929,0.599587364042951,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
38,"02/12/2017",-0.191728459303301,0.216682166791821,-0.574932665681891,-1.0915334729039,0.0724609907159805,0.564154081132195,-0.916805066944945,0.634119887513414,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
39,"02/12/2017",-0.183944555009479,0.361136944653035,-0.466089692838637,-1.14064356536643,-0.410024779025574,0.851841686830426,-0.855551056488811,0.484478952474741,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
40,"02/12/2017",-0.218193733902295,0.505591722514249,-0.440972083720963,-0.845983010591288,0.554946760457535,0.848553828479589,-0.679445776427426,0.196707923554217,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
41,"02/12/2017",-0.173047088998129,0.650046500375463,-0.541442520191659,-0.502212363353625,0.844438222302468,0.835402395076241,-0.602878263357258,-0.401855816600473,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
42,"02/12/2017",-0.244659008501289,0.794501278236677,-0.574932665681891,-0.354882085966055,0.747941068354157,0.746630219603644,-0.564594506822174,-0.586029275109609,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
43,"02/12/2017",-0.37387181977873,0.938956056097891,-0.616795347544681,-0.256661901041009,-0.217030471128952,0.427707959572463,-0.564594506822174,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
44,"02/12/2017",-0.535777029090222,1.08341083395911,-0.65865802940747,-0.305771993503532,0.554946760457535,0.376746155134491,-0.618191765971292,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
45,"02/12/2017",-0.576253331418095,1.22786561182032,-0.692148174897702,-0.354882085966055,-0.506521932973885,0.243587891925595,-0.664132273813392,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
46,"02/12/2017",-0.548231275960337,1.37232038968153,-0.734010856760492,-0.158441716115962,-0.506521932973885,0.0183695948932663,-0.625848517278308,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
47,"02/12/2017",-0.584037235711917,1.51677516754275,-0.78424607499584,-0.207551808578486,-0.217030471128952,0.0150817365424294,-0.687102527734442,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
48,"02/12/2017",-0.565355865406744,1.66122994540396,-0.74238339313305,-0.109331623653439,-0.699516240870507,-0.139447605946906,-0.618191765971292,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
49,"03/12/2017",-0.602718606017089,-1.66122994540396,-0.74238339313305,-0.0111114387283927,-0.313527625077263,-0.23150763977034,-0.579908009436208,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
50,"03/12/2017",-0.781748404774989,-1.51677516754275,-0.750755929505608,0.529099578359363,-0.0240361632323306,-1.56473420103471,-0.403802729374822,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
51,"03/12/2017",-0.780191623916224,-1.37232038968153,-0.800991147740956,1.0202005029846,-0.313527625077263,-0.997578635515343,-0.311921713690621,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
52,"03/12/2017",-0.952994299239067,-1.22786561182032,-0.792618611368398,0.627319763284409,-0.120533317180641,-0.700027454764601,-0.411459480681839,-0.655094322050534,0.311394234075869,-0.171881281153552,"Winter","No Holiday","Yes"
53,"03/12/2017",-1.01682231444841,-1.08341083395911,-0.78424607499584,0.725539948209456,-0.699516240870507,-0.619474925169097,-0.373175724146755,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
54,"03/12/2017",-1.08532067223404,-0.938956056097891,-0.750755929505608,0.823760133134502,0.168958144664291,-0.859488584780192,-0.319578464997638,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
55,"03/12/2017",-1.11489950855056,-0.794501278236677,-0.792618611368398,1.36397115022226,0.747941068354157,-1.90502754034633,-0.22004069800642,-0.655094322050534,0.754580828796358,-0.171881281153552,"Winter","No Holiday","Yes"
56,"03/12/2017",-1.10088848082168,-0.650046500375463,-0.817736220486072,1.60952161253487,-0.506521932973885,-2.14997298748368,-0.181756941471336,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
57,"03/12/2017",-1.00281128671953,-0.505591722514249,-0.809363684113514,1.6586317049974,0.0724609907159805,-1.96092113231056,-0.158786687550286,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
58,"03/12/2017",-0.898506969182315,-0.361136944653035,-0.78424607499584,1.60952161253487,0.0724609907159805,-1.982292211591,-0.151129936243269,-0.632072639736892,2.08414061295782,-0.171881281153552,"Winter","No Holiday","Yes"
59,"03/12/2017",-0.823781487961626,-0.216682166791821,-0.708893247642818,1.51130142760983,0.458449606509224,-1.93955005303012,-0.105189428401169,-0.378834134286831,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
60,"03/12/2017",-0.710136485271829,-0.072227388930607,-0.650285493034913,1.41308124268478,-0.313527625077263,-1.83433858580334,-0.0745624231731018,-0.36732329313001,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
61,"03/12/2017",-0.616729633745968,0.072227388930607,-0.591677738427007,1.31486105775973,-0.0240361632323306,-1.78830856889162,-0.0515921692520515,-0.160128152307233,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
62,"03/12/2017",-0.364531134626144,0.216682166791821,-0.507952374701427,1.11842068790964,0.168958144664291,-1.72090747269947,-0.0286219153310012,0.0355561473587234,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
63,"03/12/2017",-0.258670036230168,0.361136944653035,-0.440972083720963,0.872870225597025,-0.506521932973885,-1.66830173908607,-0.036278666638018,0.139153717770112,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
64,"03/12/2017",-0.168376746421836,0.505591722514249,-0.407481938230732,0.725539948209456,-0.120533317180641,-1.65021851815647,-0.0515921692520515,-0.0450197407390233,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
65,"03/12/2017",-0.204182706173416,0.650046500375463,-0.440972083720963,0.921980318059549,-0.120533317180641,-1.7061121101207,-0.0209651640239845,-0.424877498914115,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
66,"03/12/2017",-0.286692091687926,0.794501278236677,-0.516324911073985,1.16753078037216,-0.217030471128952,-1.77351320631286,-0.0209651640239845,-0.597540116266429,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
67,"03/12/2017",-0.44548373928189,0.938956056097891,-0.574932665681891,1.26575096529721,0.168958144664291,-1.82447501075083,-0.0515921692520515,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
68,"03/12/2017",-0.478176137315941,1.08341083395911,-0.600050274799565,1.31486105775973,-0.0240361632323306,-1.85406573590836,-0.0592489205590683,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
69,"03/12/2017",-0.51709565878505,1.22786561182032,-0.641912956662354,1.41308124268478,-0.313527625077263,-1.94612576973179,-0.066905671866085,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
70,"03/12/2017",-0.535777029090222,1.37232038968153,-0.683775638525144,1.41308124268478,-0.506521932973885,-1.95598934478431,-0.105189428401169,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
71,"03/12/2017",-0.590264359146974,1.51677516754275,-0.717265784015376,1.51130142760983,0.0724609907159805,-2.03161008685355,-0.112846179708186,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
72,"03/12/2017",-0.663433059508898,1.66122994540396,-0.750755929505608,1.56041152007235,-0.410024779025574,-2.04311759108148,-0.128159682322219,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
73,"04/12/2017",-0.691455114966657,-1.66122994540396,-0.725638320387934,1.4621913351473,-1.08550485666375,-2.00695114922228,-0.135816433629236,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
74,"04/12/2017",-0.845576419984327,-1.51677516754275,-0.717265784015376,1.41308124268478,-1.18200201061206,-1.99873150334519,-0.135816433629236,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
75,"04/12/2017",-0.960778203532889,-1.37232038968153,-0.708893247642818,1.41308124268478,0.0724609907159805,-2.02174651180104,-0.128159682322219,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
76,"04/12/2017",-1.03394690389481,-1.22786561182032,-0.775873538623282,1.31486105775973,0.554946760457535,-2.02339044097646,-0.212383946699403,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
77,"04/12/2017",-1.07130964450516,-1.08341083395911,-0.842853829603746,1.51130142760983,-0.217030471128952,-2.14832905830827,-0.227697449313437,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
78,"04/12/2017",-1.00748162929582,-0.938956056097891,-0.909834120584209,1.21664087283469,0.940935376250778,-1.94612576973179,-0.350205470225705,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
79,"04/12/2017",-0.823781487961626,-0.794501278236677,-0.976814411564673,0.872870225597025,1.90590691573389,-1.75214212703242,-0.50334049636604,-0.655094322050534,-0.0431550417005228,-0.171881281153552,"Winter","No Holiday","Yes"
80,"04/12/2017",-0.359860792049851,-0.650046500375463,-1.06053977529025,0.47998948589684,1.61641545388895,-1.20800156996891,-0.694759279041459,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
81,"04/12/2017",0.323566004947698,-0.505591722514249,-1.14426513901583,0.529099578359363,1.71291260783727,-0.793731417763453,-0.748356538190576,-0.643583480893713,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
82,"04/12/2017",-0.342736202603443,-0.361136944653035,-1.20287289362374,-0.551322455816148,2.38839268547544,0.741698432077389,-1.17713461138352,-0.401855816600473,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
83,"04/12/2017",-0.650978812638784,-0.216682166791821,-1.16938274813351,-0.895093103053811,2.67788414732037,0.925818499724256,-1.3072993836028,0.0815995119860073,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
84,"04/12/2017",-0.545117714242808,-0.072227388930607,-1.11914752989816,-0.845983010591288,2.29189553152713,0.595388735465146,-1.23838862183965,0.426924746690636,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
85,"04/12/2017",-0.523322782220107,0.072227388930607,-1.10240245715304,-0.993313287978857,2.96737560916531,0.634843035675189,-1.29964263229578,0.622609046356593,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
86,"04/12/2017",-0.526436343937636,0.216682166791821,-1.07728484803537,-1.38619402767904,3.54635853285517,0.823894890848312,-1.49871816627822,0.691674093297518,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
87,"04/12/2017",-0.608945729452146,0.361136944653035,-1.06891231166281,-1.53352430506661,2.67788414732037,0.925818499724256,-1.59059918196242,0.599587364042951,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
88,"04/12/2017",-0.604275386875853,0.505591722514249,-1.08565738440793,-1.63174448999166,3.93234714864841,0.925818499724256,-1.6748234463396,0.357859699749711,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
89,"04/12/2017",-0.551344837677865,0.650046500375463,-1.09402992078048,-1.72996467491671,2.870878455217,0.925818499724256,-1.75139095940977,-0.0219980584253814,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
90,"04/12/2017",-0.333395517450857,0.794501278236677,-1.18612782087862,-1.58263439752914,3.44986137890686,0.925818499724256,-1.71310720287469,-0.447899181227757,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
91,"04/12/2017",0.121184493308333,0.938956056097891,-1.25310811185909,-1.43530412014157,2.09890122363051,0.925818499724256,-1.66716669503259,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
92,"04/12/2017",-0.250886131936346,1.08341083395911,-1.32008840283955,-1.287973842754,1.42342114599233,0.925818499724256,-1.63653968980452,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
93,"04/12/2017",-0.515538877926285,1.22786561182032,-1.37869615744746,-0.993313287978857,1.23042683809571,0.925818499724256,-1.52168842019927,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
94,"04/12/2017",-0.51709565878505,1.37232038968153,-1.46242152117303,-0.747762825666241,2.67788414732037,0.925818499724256,-1.48340466366419,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
95,"04/12/2017",-0.585594016570681,1.51677516754275,-1.52102927578094,-0.649542640741195,0.747941068354157,0.925818499724256,-1.48340466366419,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
96,"04/12/2017",-0.749056006740937,1.66122994540396,-1.56289195764373,-0.698652733203718,0.651443914405846,0.925818499724256,-1.54465867412032,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
97,"05/12/2017",-0.798872994221397,-1.66122994540396,-1.5880095667614,-0.796872918128764,0.844438222302468,0.925818499724256,-1.60591268457645,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
98,"05/12/2017",-0.826895049679155,-1.51677516754275,-1.62149971225164,-0.845983010591288,1.03743253019909,0.925818499724256,-1.65950994372557,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
99,"05/12/2017",-0.942096833227717,-1.37232038968153,-1.64661732136931,-0.845983010591288,0.747941068354157,0.925818499724256,-1.6748234463396,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
100,"05/12/2017",-1.03861724647111,-1.22786561182032,-1.65498985774187,-0.944203195516334,0.265455298612602,0.925818499724256,-1.72842070548872,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
101,"05/12/2017",-1.06975286364639,-1.08341083395911,-1.68010746685954,-1.18975365782895,1.23042683809571,0.925818499724256,-1.87389898032204,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
102,"05/12/2017",-1.00748162929582,-0.938956056097891,-1.69685253960466,-1.23886375029147,0.844438222302468,0.925818499724256,-1.91218273685712,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
103,"05/12/2017",-0.867371352007028,-0.794501278236677,-1.69685253960466,-1.18975365782895,1.42342114599233,0.925818499724256,-1.88921248293607,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
104,"05/12/2017",-0.542004152525279,-0.650046500375463,-1.70522507597722,-1.23886375029147,0.458449606509224,0.925818499724256,-1.91983948816414,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
105,"05/12/2017",0.128968397602155,-0.505591722514249,-1.75546029421256,-1.0915334729039,-0.120533317180641,0.925818499724256,-1.88155573162906,-0.643583480893713,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
106,"05/12/2017",-0.415904902965367,-0.361136944653035,-1.71359761234977,-1.33708393521652,-0.410024779025574,0.883076341163376,-1.98109349862027,-0.413366657757294,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
107,"05/12/2017",-0.716363608706886,-0.216682166791821,-1.53777434852606,-1.58263439752914,1.03743253019909,0.871568836935447,-1.99640700123431,0.0815995119860073,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
108,"05/12/2017",-0.615172852887204,-0.072227388930607,-1.40381376656513,-1.63174448999166,-1.66448778035362,0.858417403532099,-1.91983948816414,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
109,"05/12/2017",-0.63541100405114,0.072227388930607,-1.2698531846042,-1.63174448999166,-1.66448778035362,0.863349191058355,-1.82030172117292,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
110,"05/12/2017",-0.629183880616083,0.216682166791821,-1.2112454299963,-1.53352430506661,-1.66448778035362,0.851841686830426,-1.70545045156767,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
111,"05/12/2017",-0.615172852887204,0.361136944653035,-1.16938274813351,-1.48441421260409,-1.66448778035362,0.925818499724256,-1.63653968980452,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
112,"05/12/2017",-0.585594016570681,0.505591722514249,-1.13589260264327,-1.48441421260409,-1.66448778035362,0.925818499724256,-1.60591268457645,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
113,"05/12/2017",-0.457937986152004,0.650046500375463,-1.11914752989816,-1.38619402767904,-1.66448778035362,0.925818499724256,-1.5370019228133,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
114,"05/12/2017",-0.311600585428156,0.794501278236677,-1.2112454299963,-1.14064356536643,-1.66448778035362,0.925818499724256,-1.46809116105015,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
115,"05/12/2017",0.0931624378505746,0.938956056097891,-1.29497079372188,-0.895093103053811,-1.66448778035362,0.925818499724256,-1.41449390190103,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
116,"05/12/2017",-0.20573948703218,1.08341083395911,-1.34520601195722,-0.649542640741195,-1.66448778035362,0.925818499724256,-1.34558314013788,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
117,"05/12/2017",-0.484403260750998,1.22786561182032,-1.3703236210749,-0.600432548278671,-1.66448778035362,0.925818499724256,-1.33792638883087,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
118,"05/12/2017",-0.489073603327291,1.37232038968153,-1.38706869382001,-0.551322455816148,-1.66448778035362,0.925818499724256,-1.33026963752385,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
119,"05/12/2017",-0.523322782220107,1.51677516754275,-1.31171586646699,-0.453102270891102,-1.66448778035362,0.925818499724256,-1.23073187053263,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
120,"05/12/2017",-0.755283130175995,1.66122994540396,-1.28659825734932,0.0379986537341305,-1.66448778035362,-0.372885548856328,-1.0316563365502,-0.655094322050534,-0.13179236064462,-0.171881281153552,"Winter","No Holiday","Yes"
